20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-35 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-36 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 0
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-37 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-38 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-39 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-40 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-41 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-42 , 1
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-43 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-44 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-45 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
20200804_16-50-46 , 0
