20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-53 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-54 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-55 , 0
20200807_14-33-56 , 0
20200807_14-33-56 , 0
20200807_14-33-56 , 0
20200807_14-33-56 , 1
20200807_14-33-56 , 1
20200807_14-33-56 , 1
20200807_14-33-56 , 1
20200807_14-33-56 , 1
20200807_14-33-56 , 1
20200807_14-33-56 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-57 , 1
20200807_14-33-58 , 1
20200807_14-33-58 , 1
20200807_14-33-58 , 1
20200807_14-33-58 , 1
20200807_14-33-58 , 1
20200807_14-33-58 , 1
20200807_14-33-58 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-33-59 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-00 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-01 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-02 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-03 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 1
20200807_14-34-04 , 0
20200807_14-34-04 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-05 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-06 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
20200807_14-34-07 , 0
